#Tue, 20 Aug 2024 21:12:38 GMT
#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','DDD533','Ka-8','F-CEGB','GB','Y','Y'
'F','DDD534','Astir Club','F-CGVA','VA','Y','Y'
'F','DDD535','Alliance 34','F-CIHX','HX','Y','Y'
'F','DDD538','SF-25','F-CHCV','','Y','Y'
'F','DDD539','LS-8 18','F-CILK','LK','Y','Y'
'F','DDD53A','ASK-13','ZS-GHV','','Y','Y'
'F','DDD53B','Cirrus Std','PH-442','CEO','Y','Y'
'F','DDD53D','ASW-24','','BA','Y','Y'
'F','DDD53E','RF 10','F-CHXF','','Y','Y'
'F','DDD53F','PW-5','F-CLPN','','Y','Y'
'F','DDD542','Ka-6 e','G-DCEW','CEW','Y','Y'
'F','DDD543','DG-1000 T','G-RIEF','EF','Y','Y'
'F','DDD545','ASW-20','4X-GGG','','Y','Y'
'F','DDD548','Ka-8','OO-ZBU','BU','Y','Y'
'F','DDD549','SZD-50 Puchacz','F-CBCV','CV','Y','Y'
'F','DDD54C','DG-500','G-CHGV','HGV','Y','Y'
'F','DDD54E','DG-800','F-CPRA','A','Y','Y'
'F','DDD54F','Janus Ce','F-CMJK','JK','Y','Y'
'F','DDD552','PA-25 Pawnee','F-HGIL','GIL','Y','Y'
'F','DDD554','ASK-13','F-CLAM','AM','Y','Y'
'F','DDD556','Ventus ct','G-CKJM','7A','Y','Y'
'F','DDD558','Ka-6 cr','D-5590','W3','Y','Y'
'F','DDD55D','Cirrus','G-CFCN','','Y','Y'
'F','DDD55E','DG-500','G-CHRC','390','Y','Y'
'F','DDD55F','ASK-21','Spare1','SP1','Y','Y'
'F','DDD561','Marianne','F-CGMP','MP','Y','Y'
'F','DDD562','LS-4','PH-1480','T8','Y','Y'
'F','DDD563','Astir Jeans','GRAL_11','G11','Y','Y'
'F','DDD566','Ka-6 cr','D-4405','H20','Y','Y'
'F','DDD569','LS-6','OO-ZRC','YT','Y','Y'
'F','DDD56C','PIK-20 B','OH-466','TL','Y','Y'
'F','DDD56F','Discus bT','D-KMFE','B2','Y','Y'
'F','DDD570','Ka-6 cr','PH-1059','','Y','Y'
'F','DDD572','ASK-13','G-EEBZ','EBZ','Y','Y'
'F','DDD573','ASW-28t','G-CKMZ','J5','Y','Y'
'F','DDD575','ASW-28 18','G-CLMO','FI','Y','Y'
'F','DDD577','Discus','','82','Y','Y'
'F','DDD579','DR-400','F-BVMC','MC','Y','Y'
'F','DDD57A','Astir CS-77','PH-425','425','Y','Y'
'F','DDD57B','Twin Astir I','D-6821','OK','Y','Y'
'F','DDD57E','ASK-13','G-CKLA','KLA','Y','Y'
'F','DDD580','Nimbus 4DM','D-KDTI','GT1','Y','Y'
'F','DDD583','DG-303','OE-5612','BH','Y','Y'
'F','DDD584','DG-200','S5-3113','DJ','Y','Y'
'F','DDD585','Ventus 2ct','G-CJVA','JVA','Y','Y'
'F','DDD586','ASK-21','G-CKCZ','KCZ','Y','Y'
'F','DDD587','Pegase','G-CFEH','318','Y','Y'
'F','DDD589','SF-25','D-KEZL','ZL','Y','Y'
'F','DDD58A','Different Aircraft','D58A','','Y','Y'
'F','DDD58D','ASW-24','D-6246','TD','Y','Y'
'F','DDD58F','ASW-27','D-3356','7A','Y','Y'
'F','DDD590','SZD-54 Perkoz','perkoz','GGO','Y','Y'
'F','DDD591','ASK-21','EC-JEQ','','Y','Y'
'F','DDD592','Ka-6 cr','G-DFKA','FKA','Y','Y'
'F','DDD593','Ka-6 e','G-CFXC','XC','Y','Y'
'F','DDD595','ASK-21','EC-MUI','','Y','Y'
'F','DDD598','LS-8 18','D-3718','Z3','Y','Y'
'F','DDD599','LS-4','D-8105','Z4','Y','Y'
'F','DDD59A','DG-808 B','D-KSKA','KA','Y','Y'
'F','DDD5A1','Motorplane','HAC1','HC1','Y','Y'
'F','DDD5A2','Motorplane','HAC2','HC2','Y','Y'
'F','DDD5A3','Motorplane','HAC3','HC3','Y','Y'
'F','DDD5A4','Motorplane','HAC4','HC4','Y','Y'
'F','DDD5A5','PA-28','G-DKEY','','Y','Y'
'F','DDD5A6','PA-28','G-COSF','','Y','Y'
'F','DDD5B1','DG-300','HB-1872','SE','Y','Y'
'F','DDD5B2','Astir CS','HB-1341','','Y','Y'
'F','DDD5B3','DG-505','HB-3295','SD','Y','Y'
'F','DDD5B4','Libelle Club','HB-1249','','Y','Y'
'F','DDD5B5','DG-300','HB-1800','FI','Y','Y'
'F','DDD5B6','DG-300','HB-1732','A8','Y','Y'
'F','DDD5B9','Cirrus Std','D-1019','PM','Y','Y'
'F','DDD5BA','Sensation','ARC-UY','UY','Y','Y'
'F','DDD5BB','SF-25','OY-KXP','','Y','Y'
'F','DDD5BC','Taurus','F-JJVJ','VJ','Y','Y'
'F','DDD5BD','Towplane','D-MTWF','','Y','Y'
'F','DDD5BE','Astir CS-77','G-CHBL','HBL','Y','Y'
'F','DDD5BF','SZD-48-3 Jantar Std 3','HA-4470','24','Y','Y'
'F','DDD5C2','LAK-17B FES','D-KAJL','AL','Y','Y'
'F','DDD5C4','LS-6','I-MAIA','FB','Y','Y'
'F','DDD5C9','SZD-50 Puchacz','G-CFYL','FYL','Y','Y'
'F','DDD5CA','Cessna 150','D-EPBB','','Y','Y'
'F','DDD5CB','Bellanca Scout','G-BGGD','GD','Y','Y'
'F','DDD5CD','PA-25 Pawnee','G-BVYP','YP','Y','Y'
'F','DDD5D0','Twin Astir II','OO-YBY','B2','Y','Y'
'F','DDD5D1','','','','N','Y'
'F','DDD5D2','DG-100','S5-3032','V1','Y','Y'
'F','DDD5D4','DG-505','PH-1207','C6','Y','Y'
'F','DDD5D8','Duo Discus xl','F-CTIC','IC','Y','Y'
'F','DDD5D9','Duo Discus','D-2128','28','Y','Y'
'F','DDD5DB','Astir CS-77','EC-NUE','LS','Y','Y'
'F','DDD5DF','Unknown','DDD5DF','','Y','Y'
'F','DDD5E2','Apis 2','','NK','Y','Y'
'F','DDD5E3','ASW-20','ZK-GYR','YR','Y','Y'
'F','DDD5E4','Twin Astir III','D-6188','','Y','Y'
'F','DDD5E5','ASW-19','OK-4474','MS','Y','Y'
'F','DDD5E7','SF-25','D-KBUL','','Y','Y'
'F','DDD5E9','ASW-24','OE-5518','SR','Y','Y'
'F','DDD5EA','LS-3','G-DEES','50','Y','Y'
'F','DDD5EB','HPH 304S Shark','G-CLTA','R2B','Y','Y'
'F','DDD5EC','Slingsby Skylark 4','BMW','','Y','Y'
'F','DDD5EE','LS-8 18','G-CJPR','161','Y','Y'
'F','DDD5EF','PIK-20 E','D-KLIL','','Y','Y'
'F','DDD5F0','Lambada','EC-ZSG','','Y','Y'
'F','DDD5F3','DR-400','EC-HMB','','Y','Y'
'F','DDD5F5','Apis 2','EC-XCI','','Y','Y'
'F','DDD5F7','Discus 2','D-9971','KG','Y','Y'
'F','DDD5F9','DG-400','D-KKSL','DG','Y','Y'
'F','DDD5FA','Pilatus PC-6','EC-LAU','LAU','Y','Y'
'F','DDD5FB','Pilatus PC-6','EC-KGD','KGD','Y','Y'
'F','DDD5FC','miniLAK','F-CVJF','','Y','Y'
'F','DDD5FD','Ka-6 cr','D-4049','KA6','Y','Y'
'F','DDD5FF','Nimbus 4DM','F-CJAD','Z','Y','Y'
'F','DDD600','DG-808 B','D-KOCB','LP','Y','Y'
'F','DDD603','LS-1 f','D-2772','7A','Y','Y'
'F','DDD606','ASW-28 18','SE-URD','RD','Y','Y'
'F','DDD607','LAK-17 AT','D-KEUD','UD','Y','Y'
'F','DDD608','H36 Dimona','F-CGAT','','Y','Y'
'F','DDD609','MS-893 Commodore','F-BPME','','Y','Y'
'F','DDD60A','SZD-48-1 Jantar Std 2','SP-3258','BAH','Y','Y'
'F','DDD60D','SZD-36 Cobra 15','SP-3094','','Y','Y'
'F','DDD7E4','Discus','PH-806','SO','Y','Y'
'F','DDD7E5','Pegase','PH-795','SP','Y','Y'
'F','DDD7E7','LS-4','PH-1514','SU','Y','Y'
'F','DDD7E8','SZD-51 Junior','PH-934','SL','Y','Y'
'F','DDD7EA','ASK-21','PH-881','ST','Y','Y'
'F','DDD7EB','ASW-20','PH-1316','YYY','Y','Y'
'F','DDD7EC','Discus','F-CLGH','','Y','Y'
'F','DDD7EE','ASW-20','OK-3154','NS','Y','Y'
'F','DDD7F1','Ka-7','D1925','25','Y','Y'
'F','DDD7F2','Duo Discus','PH-1035','SAL','Y','Y'
'F','DDD7F3','LS-4','D2358','LMB','Y','Y'
'F','DDD7F5','Astir CS-77','D-5199','SU','Y','Y'
'F','DDD7F6','LS-3','D-0334','D34','Y','Y'
'F','DDD7F7','Twin Astir II','D-8755','D55','Y','Y'
'F','DDD7F8','SZD-51 Junior','PH-1293','SK','Y','Y'
'F','DDD7F9','Astir Club','D-0192','D92','Y','Y'
'F','DDD7FD','DG-1000','OH-1024','24','Y','Y'
'F','DDD7FE','Nimbus 2','OO-YSM','SM','Y','Y'
'F','DDD800','Astir Jeans','D-7519','S4','Y','Y'
'F','DDD803','Ventus 2','D-6419','EX','Y','Y'
'F','DDD804','ASK-21','D-6507','G1','Y','Y'
'F','DDD805','Astir CS-77','OO-YQR','KK','Y','Y'
'F','DDD806','DG-400','OY-XPS','PS','Y','Y'
'F','DDD807','Astir Jeans','OO-KUL','UL','Y','Y'
'F','DDD808','Pilatus B4','D-3335','B4','Y','Y'
'F','DDD809','Pegase','OY-LXU','LU','Y','Y'
'F','DDD80A','ASK-13','D-7522','22','Y','Y'
'F','DDD80C','Cessna 150','D-ECNO','','Y','Y'
'F','DDD80E','LS-3','D-2860','FV','Y','Y'
'F','DDD811','Astir Jeans','OO-ZWG','WG','Y','Y'
'F','DDD813','ASK-21','D-8124','','Y','Y'
'F','DDD814','LS-6','D-6062','Z','Y','Y'
'F','DDD817','SZD-51 Junior','PH-1309','SQ','Y','Y'
'F','DDD818','ASW-19','G-CJRB','S33','Y','Y'
'F','DDD81A','','','','N','N'
'F','DDD81B','Astir Jeans','OO-ZVY','VY','Y','Y'
'F','DDD81C','Twin Astir II','D-3056','CI','Y','Y'
'F','DDD81F','Ka-8','G-DDMB','831','Y','Y'
'F','DDD820','SB-5 e','D-4621','V1','Y','Y'
'F','DDD822','Discus','D-4017','CH','Y','Y'
'F','DDD824','ASW-15','D-2318','HP','Y','Y'
'F','DDD825','DG-200','G-DEMU','616','Y','Y'
'F','DDD827','ASW-15','D-9285','HA','Y','Y'
'F','DDD828','LS-4','D-8863','A5','Y','Y'
'F','DDD829','ASK-13','D-0639','','Y','Y'
'F','DDD82A','Ventus 2ct','G-CKCD','300','Y','Y'
'F','DDD82C','LS-7','','D81','Y','Y'
'F','DDD82D','ASW-15','D-0810','','Y','Y'
'F','DDD82E','Ka-8','OO-ZCK','CK','Y','Y'
'F','DDD82F','Astir Club','F-CFCO','CO','Y','Y'
'F','DDD832','Zugvogel IIIb','D-8787','','Y','Y'
'F','DDD833','Mosquito','','AE1','Y','Y'
'F','DDD836','Speed Astir','OO-ZVQ','VQ','Y','Y'
'F','DDD838','ASW-20','','T93','Y','Y'
'F','DDD83A','Twin Astir III','D-6110','PB','Y','Y'
'F','DDD83C','Discus','PH-1563','UX','Y','Y'
'F','DDD83E','ASW-19','D-6747','D47','Y','Y'
'F','DDD83F','Nimbus 2','D-8157','57','Y','Y'
'F','DDD842','Mosquito','G-MOZI','277','Y','Y'
'F','DDD843','Ka-6 cr','D-4365','BS','Y','Y'
'F','DDD845','ASW-28','OK-7728','RC','Y','Y'
'F','DDD847','Janus A','F-CEPA','A','Y','Y'
'F','DDD848','Glasflugel 304','G EENT','902','Y','Y'
'F','DDD84A','Pegase','F-CGOS','OS','Y','Y'
'F','DDD84B','Cirrus 18m','D-7127','R','Y','Y'
'F','DDD84E','Cirrus Std','D-0975','75','Y','Y'
'F','DDD84F','LS-6','F-CKMA','','Y','Y'
'F','DDD850','Ka-8','OO-ZAW','AW','Y','Y'
'F','DDD852','Duo Discus','D-4108','KD','Y','Y'
'F','DDD853','SZD-51 Junior','OO-ZNW','J','Y','Y'
'F','DDD854','ASG-29','OH-988X','EZ','Y','Y'
'F','DDD855','PIK-20 B','OH-481','MV','Y','Y'
'F','DDD856','Pegase','F-CGBB','BB','Y','Y'
'F','DDD857','ASK-18','D-5425','','Y','Y'
'F','DDD858','Ventus 2','D-1770','','Y','Y'
'F','DDD85A','LS-4','OO-ZLI','LI','Y','Y'
'F','DDD85B','ASK-13','D-4142','D42','Y','Y'
'F','DDD85C','Ka-8','F-CEJY','JY','Y','Y'
'F','DDD85D','LS-4 W','D-4967','YH','Y','Y'
'F','DDD85E','Pegase','OO-ZKZ','KZ','Y','Y'
'F','DDD85F','Ka-8','OO-ZAO','AO','Y','Y'
'F','DDD860','DG-1000','D-6211','OH','Y','Y'
'F','DDD861','LS-8 18','OH-883','FY','Y','Y'
'F','DDD862','DG-505','OO-YDJ','44','Y','Y'
'F','DDD864','DG-400','D-KMWW','MW','Y','Y'
'F','DDD865','Pegase','F-CGFY','','Y','Y'
'F','DDD866','LS-1 f','OY-TJX','TJ','Y','Y'
'F','DDD868','Twin Astir II','OO-ZKL','KL','Y','Y'
'F','DDD869','ASK-13','D-0019','D19','Y','Y'
'F','DDD86A','Twin Astir III','D-2470','YW','Y','Y'
'F','DDD86C','Ventus bT','D-KPDC','209','Y','Y'
'F','DDD86E','LS-4','OO-YKH','KH','Y','Y'
'F','DDD870','Pegase','F-CGFM','JC','Y','Y'
'F','DDD871','DG-1000','F-CMPY','PY','Y','Y'
'F','DDD874','Ka-8','F-CEJZ','JZ','Y','Y'
'F','DDD875','ASH-25','D-9825','H1','Y','Y'
'F','DDD876','ASW-19','G-DDZY','757','Y','Y'
'F','DDD877','LS-6','G-CHJF','245','Y','Y'
'F','DDD879','Speed Astir II','OK-8718','XM','Y','Y'
'F','DDD87A','PIK-20 B','OH-493','JT','Y','Y'
'F','DDD87C','DG-500 M','OH-961','LJ','Y','Y'
'F','DDD87D','Twin Astir II','OO-YTJ','92','Y','Y'
'F','DDD87E','DG-1000','F-CKKV','KV','Y','Y'
'F','DDD87F','Marianne','F-CGMG','MG','Y','Y'
'F','DDD880','Astir Jeans','F-CEXV','R32','Y','Y'
'F','DDD882','Discus','F-CGGC','DO3','Y','Y'
'F','DDD884','DG-600','D-KDDW','DW','Y','Y'
'F','DDD886','Discus','F-CGGO','GO','Y','Y'
'F','DDD887','Duo Discus','F-CHTX','','Y','Y'
'F','DDD888','PW-5','F-CICE','CE','Y','Y'
'F','DDD889','Pegase','OM4747','HS','Y','Y'
'F','DDD88A','ASW-24','F-CGKK','2K','Y','Y'
'F','DDD88B','Pegase','F-CHKF','KF','Y','Y'
'F','DDD88C','Nimbus 4DT','D-KHAG','AG','Y','Y'
'F','DDD88D','Astir CS','F-CFIL','','Y','Y'
'F','DDD88E','Marianne','I-CGTB','RJ','Y','Y'
'F','DDD88F','Elfe S4','D-1082','LF','Y','Y'
'F','DDD890','Pegase','F-CHKB','KB','Y','Y'
'F','DDD891','Twin Astir I','F-CFBI','BI','Y','Y'
'F','DDD892','Astir Club','F-CEXU','R31','Y','Y'
'F','DDD894','Duo Discus','F-CHTK','TK','Y','Y'
'F','DDD895','Discus','F-CGGL','D13','Y','Y'
'F','DDD896','Pegase','F-CGEI','EI','Y','Y'
'F','DDD897','Pegase','','BMY','Y','Y'
'F','DDD898','Pegase','F-CHDU','B01','Y','Y'
'F','DDD899','Pegase','F-CGOJ','CR','Y','Y'
'F','DDD89B','ASW-20','F-CIAP','AP','Y','Y'
'F','DDD89C','LS-3','F-CESQ','','Y','Y'
'F','DDD89D','Astir Club','F-CFCU','R46','Y','Y'
'F','DDD89E','PW-6','F-CHRZ','RZ','Y','Y'
'F','DDD89F','Discus','F-CGGR','KO','Y','Y'
'F','DDD8A1','Janus Ce','F-CJML','ML','Y','Y'
'F','DDD8A2','DG-300','F-CFVM','AC','Y','Y'
'F','DDD8A3','Pegase','F-CHLZ','','Y','Y'
'F','DDD8A4','ASW-19','F-CERU','RU','Y','Y'
'F','DDD8A5','Pegase','F-CHGE','GE','Y','Y'
'F','DDD8A6','Alliance 34','F-CJBF','BF','Y','Y'
'F','DDD8A7','Twin Astir III','F-CGXI','XI','Y','Y'
'F','DDD8A9','Pegase','','B22','Y','Y'
'F','DDD8AA','Crystal','F-CBCJ','CJ','Y','Y'
'F','DDD8AD','Cirrus Std','G-CKFA','UW3','Y','Y'
'F','DDD8B2','Libelle Std','G-LIBY','S2','Y','Y'
'F','DDD8B3','SZD-38 Jantar 1','G-CFNE','FNE','Y','Y'
'F','DDD8B5','Cirrus Std','822','822','Y','Y'
'F','DDD8B6','LS-6','G-CKBH','H1','Y','Y'
'F','DDD8B7','ASW-20','D-2036','','Y','Y'
'F','DDD8BA','Elfe S4','D-1227','KR','Y','Y'
'F','DDD8BE','ASW-19','D-3494','','Y','Y'
'F','DDD8BF','ASW-20','OY-LUX','CB','Y','Y'
'F','DDD8C3','Janus C','D-3534','4V','Y','Y'
'F','DDD8C4','Ventus','OK-4610','7F','Y','Y'
'F','DDD8C5','LS-6','GCHHT','855','Y','Y'
'F','DDD8C8','Discus','G-CFCA','762','Y','Y'
'F','DDD8CA','Ka-8','F-CEGV','','Y','Y'
'F','DDD8CC','Pegase','F-CHEJ','EJ','Y','Y'
'F','DDD8CD','Twin Astir II','OH-733','FQ','Y','Y'
'F','DDD8CF','LS-3','F-CESL','GC','Y','Y'
'F','DDD8D0','Pegase','F-CHLO','AS','Y','Y'
'F','DDD8D2','C30S Edelweiss','F-CDAL','','Y','Y'
'F','DDD8D3','Astir Club','D-5021','','Y','Y'
'F','DDD8D4','Alliance 34','F-CIHL','34','Y','Y'
'F','DDD8D6','ASW-20','F-CGCO','SD','Y','Y'
'F','DDD8D9','ASW-20','D-0116','NB','Y','Y'
'F','DDD8DA','ASW-15','HA-4036','RS','Y','Y'
'F','DDD8DB','PA-28','F-GGCF','CF','Y','Y'
'F','DDD8DD','Pegase','F-CGSY','SY','Y','Y'
'F','DDD8DE','ASK-23','OH-696','23','Y','Y'
'F','DDD8DF','SZD-9 Bocian','D-3548','BOC','Y','Y'
'F','DDD8E1','Twin Astir II','BOP-HS','','Y','Y'
'F','DDD8E2','DR-400','F-HKYY','','Y','Y'
'F','DDD8E3','Astir Jeans','F-CFCC','CC','Y','Y'
'F','DDD8E5','ASK-21','OH-678','21','Y','Y'
'F','DDD8E7','ASK-13','F-CEJX','','Y','Y'
'F','DDD8E9','Pegase','F-CGNL','NL','Y','Y'
'F','DDD8EA','Pegase','F-CFXR','B14','Y','Y'
'F','DDD8EB','LS-7','F-CGYF','EB','Y','Y'
'F','DDD8ED','Pegase','F-CGHB','E5','Y','Y'
'F','DDD8F1','WT9 Dynamic','F-JUFA','','Y','Y'
'F','DDD8F2','SZD-48-3 Jantar Std 3','SP-3890','FSJ','Y','Y'
'F','DDD8F4','SZD-48-1 Jantar Std 2','VH-UKT','UKT','Y','Y'
'F','DDD8F6','SZD-51 Junior','G-CGCC','GCC','Y','Y'
'F','DDD8F7','Hornet','G-DDKD','759','Y','Y'
'F','DDD8F9','Ka-8','G-DDNZ','DNZ','Y','Y'
'F','DDD8FA','Std. Astir III','OH-657','PV','Y','Y'
'F','DDD8FD','ASW-19','g-chxu','HXU','Y','Y'
'F','DDD8FF','Libelle Club','D-2466','','Y','Y'
'F','DDD901','Twin Astir II','F-CFHT','T45','Y','Y'
'F','DDD902','Twin Astir II','F-CFHR','T43','Y','Y'
'F','DDD903','ASW-20','D-4371','TE','Y','Y'
'F','DDD905','LS-4','G-CHXT','HXT','Y','Y'
'F','DDD906','LS-3','F-CESO','SO','Y','Y'
'F','DDD907','ASW-20','D-7782','AL','Y','Y'
'F','DDD908','Discus bT','D-KHJC','JC','Y','Y'
'F','DDD90A','Pegase','F-CHLY','464','Y','Y'
'F','DDD90B','LS-8 st 18','F-CLPO','PO','Y','Y'
'F','DDD90C','Mosquito','PH-963','LD','Y','Y'
'F','DDD90D','Duo Discus','G-CJPA','HB1','Y','Y'
'F','DDD90E','Pegase','F-CVVD','529','Y','Y'
'F','DDD90F','LS-6 18','F-CLRJ','RJ','Y','Y'
'O','DDD910','Ground Station','CSORLO','BC2','Y','Y'
'F','DDD911','Cirrus 18m','G-DCEC','CEC','Y','Y'
'F','DDD912','ASW-20','OH-604','VA','Y','Y'
'F','DDD915','Mini Nimbus','G-CKFH','','Y','Y'
'F','DDD916','LS-4','D-7666','','Y','Y'
'F','DDD917','DG-505','G-CLVJ','W4','Y','Y'
'F','DDD918','Discus t','F-CKAH','AH','Y','Y'
'F','DDD91B','ASK-13','D-2979','','Y','Y'
'F','DDD91C','LS-4','D-0568','W8','Y','Y'
'F','DDD91E','Grob G109','D-EMTA','TA','Y','Y'
'F','DDD920','LS-8 18','OH-909','TQ','Y','Y'
'F','DDD921','Discus bT','D-KEBR','BR','Y','Y'
'F','DDD922','C30S Edelweiss','F-CUCC','','Y','Y'
'F','DDD924','SF-27','D-0185','85','Y','Y'
'F','DDD926','Cirrus Std','OK-7070','ST','Y','Y'
'F','DDD928','ASK-21','PH-1474','SD','Y','Y'
'F','DDD92A','DG-200','G-CJKM','Z10','Y','Y'
'F','DDD92B','Nimbus 2 C','G-CFCS','2R','Y','Y'
'F','DDD92C','Janus B','OH-957','TG','Y','Y'
'F','DDD92F','LS-6 18','G-CGBR','167','Y','Y'
'F','DDD930','Discus','G-CFYN','J3','Y','Y'
'F','DDD932','','','','Y','N'
'F','DDD933','Libelle Std','G-DCWT','978','Y','Y'
'F','DDD934','ASW-20','G-MEEE','EEE','Y','Y'
'F','DDD935','ASW-20','G-WLKS','891','Y','Y'
'F','DDD936','HPH 304C','HA-4510','BBi','Y','Y'
'F','DDD937','Cirrus 18m','G-CLKF','LKF','Y','Y'
'F','DDD938','ASK-21','OO-YEP','EP','Y','Y'
'F','DDD93B','LS-8','D-6699','SF','Y','Y'
'F','DDD93D','Pegase','F-CGOH','T','Y','Y'
'F','DDD93E','Alliance 34','F-CIHU','HU','Y','Y'
'F','DDD93F','ASG-29','D-8113','M7','Y','Y'
'F','DDD940','Ventus','F-CGLN','','Y','Y'
'F','DDD943','Cirrus Std','OO-ZVI','VI','Y','Y'
'F','DDD946','Astir CS','PH-557','R1','Y','Y'
'F','DDD948','Discus t','F-CGGP','','Y','Y'
'F','DDD949','Cirrus Std','Sergej','NM','Y','Y'
'F','DDD94A','Motorplane','F-PHIL','GAB','Y','Y'
'F','DDD94E','ASW-15','D-2314','14','Y','Y'
'F','DDD94F','ASK-21','D-1142','','Y','Y'
'F','DDD950','Janus C','F-CYJD','JD','Y','Y'
'F','DDD952','Pegase','F-CGFT','GFT','Y','Y'
'F','DDD953','Duo Discus','F-CTAR','L2','Y','Y'
'F','DDD954','DG-300','SP4002','PZ','Y','Y'
'F','DDD955','Janus B','F-CFAH','AH','Y','Y'
'F','DDD956','Cirrus Std','OK-0195','FU','Y','Y'
'F','DDD959','Twin Astir II','F-CFHZ','','Y','Y'
'F','DDD95B','SZD-48-3 Jantar Std 3','PH-1349','2E','Y','Y'
'F','DDD95C','Experimental','X-S010','10','Y','Y'
'F','DDD95D','Astir Jeans','OO-YZP','ZP','Y','Y'
'F','DDD95E','Astir CS-77','F-CFIQ','R76','Y','Y'
'F','DDD962','Pegase','F-CGBC','BC','Y','Y'
'F','DDD965','Janus B','F-CEPT','EPT','Y','Y'
'F','DDD967','Pegase','F-CGER','195','Y','Y'
'F','DDD968','Pegase','F-CHFS','FS','Y','Y'
'F','DDD969','Crystal','F-CBCN','WEM','Y','Y'
'F','DDD96A','C30S Edelweiss','F-CDGC','GC','Y','Y'
'F','DDD96C','Marianne','F-CGMF','Z06','Y','Y'
'F','DDD96D','LS-1 f','SE-TRI','X1','Y','Y'
'F','DDD96F','SZD-55','OH-855','XS','Y','Y'
'F','DDD970','LS-6 18','F-CFTP','16','Y','Y'
'F','DDD971','Ka-8','OY-XFM','FM','Y','Y'
'F','DDD972','LS-4','F-CIRI','DE','Y','Y'
'F','DDD973','LS-4','OH-890','EE','Y','Y'
'F','DDD974','DG-300','F-CVEG','WEG','Y','Y'
'F','DDD975','Duo Discus xl','OH-1017','TE','Y','Y'
'F','DDD976','DG-505','OH-952','ORI','Y','Y'
'F','DDD977','LS-8a','OY-EXC','EC','Y','Y'
'F','DDD979','ASW-20','OH-572','PR','Y','Y'
'F','DDD97B','Janus C','F-CXXL','WXL','Y','Y'
'F','DDD97C','Pegase Trainer','F-CVVB','321','Y','Y'
'F','DDD97D','LS-4 W','F-CLFV','R19','Y','Y'
'F','DDD97E','Twin Astir II','F-CFYH','T88','Y','Y'
'F','DDD97F','LS-1 f','F-CKED','L53','Y','Y'
'F','DDD980','Ka-8','OH-314','314','Y','Y'
'F','DDD981','SZD-51 Junior','OH-742','K2','Y','Y'
'F','DDD982','Pegase','F-CFQK','WQK','Y','Y'
'F','DDD983','Pegase','F-CGFK','FK','Y','Y'
'F','DDD986','Pegase','F-CHFH','FH','Y','Y'
'F','DDD987','Mosquito','G-DDWP','SE','Y','Y'
'F','DDD989','ASW-15','D-2327','','Y','Y'
'F','DDD98B','Discus 2','G-CJUP','183','Y','Y'
'F','DDD98C','Duo Discus','G-CHNF','315','Y','Y'
'F','DDD98D','Astir CS-77','D-7685','S3','Y','Y'
'F','DDD98E','ASW-19','OH-595','TS','Y','Y'
'F','DDD98F','Duo Discus x','OH-990','NIL','Y','Y'
'F','DDD992','SZD-51 Junior','OH-728','86','Y','Y'
'F','DDD993','Cirrus Std','G-DDDR','680','Y','Y'
'F','DDD995','Pegase','D-1095','V5','Y','Y'
'F','DDD996','Duo Discus t','OO-YUU','UU','Y','Y'
'F','DDD998','Cirrus Std','PH-473','Q','Y','Y'
'F','DDD99B','LS-3','OO-ZZP','DM','Y','Y'
'F','DDD99C','DG-400','OK-1976','VZ','Y','Y'
'F','DDD99D','DG-400','OK4476','HX','Y','Y'
'F','DDD99F','Astir Club','D-0759','G4','Y','Y'
'F','DDD9A2','Ventus 2cM','F-CJNL','','Y','Y'
'F','DDD9A3','ASW-19','PH-538','JA','Y','Y'
'F','DDD9A4','LS-3','D-3679','TG','Y','Y'
'F','DDD9A6','DG-505','OH-1004','GR','Y','Y'
'F','DDD9A7','Discus 2','4X-GLL','','Y','Y'
'F','DDD9A8','Ventus bT','D-KPDC','209','Y','Y'
'F','DDD9AA','L-Spatz 55','D-1415','','Y','Y'
'F','DDD9AC','LS-3','F-CESH','','Y','Y'
'F','DDD9AD','Pegase','F-CHGD','GD','Y','Y'
'F','DDD9AE','LS-6 18','F-CGUT','','Y','Y'
'F','DDD9AF','ASW-20','D-5989','KT','Y','Y'
'F','DDD9B5','Astir Jeans','D-4891','D91','Y','Y'
'F','DDD9B9','PW-5','F-CGRL','','Y','Y'
'F','DDD9BA','Duo Discus','D-6964','TT','Y','Y'
'F','DDD9BC','ASW-19','D-7571','','Y','Y'
'F','DDD9BD','ASH-25','F-CIVH','VH','Y','Y'
'F','DDD9BE','PIK-20 D','OH-510X','XZ','Y','Y'
'F','DDD9C0','EuroFox','OY-9448','','Y','Y'
'F','DDD9C3','Grob G109','HB-2083','083','Y','Y'
'F','DDD9C4','ASW-24','D-8183','7H','Y','Y'
'F','DDD9C5','LS-7','D-2928','SW','Y','Y'
'F','DDD9C6','LS-4 W','','DH','Y','Y'
'F','DDD9C8','Ka-6 e','F-CDRT','RT','Y','Y'
'F','DDD9CB','Taurus','X-LORK','','Y','Y'
'F','DDD9CC','Std. Astir II','F-CFMO','MO','Y','Y'
'F','DDD9CD','Experimental','LYxxx','LY','Y','Y'
'F','DDD9CF','WA22 Super-Javelot','F-CAFZ','FZ','Y','Y'
